OAU State,Official Language,IMF SDRs,Date of Independence,Head of Central Bank,Capital,IMF #Votes,Name of Currency,dbo:capital,dbo:language,dbo:currency,Labels candidate,Candidate url state,Label Lookup,Label ok
Comoros,Comorian,8.5,set-75,Mohamed Ali Soilihi,Moroni,317,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Singani,_Comoros', 'singani,_comoros', 'Singani, Comoros', 'singani, comoros']","http://dbpedia.org/resource/Singani,_Comoros",0,0
Comoros,Comorian,9.5,ott-75,Mohamed Ali Soilihi,Moroni,318,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['sambia, comoros', 'Sambia,_Comoros', 'sambia,_comoros', 'Sambia, Comoros']","http://dbpedia.org/resource/Sambia,_Comoros",0,0
Comoros,Comorian,10.5,nov-75,Mohamed Ali Soilihi,Moroni,319,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Moya, Comoros', 'Moya,_Comoros', 'moya,_comoros', 'moya, comoros']","http://dbpedia.org/resource/Moya,_Comoros",0,0
Comoros,Comorian,11.5,dic-75,Mohamed Ali Soilihi,Moroni,320,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['sima, comoros', 'sima,_comoros', 'Sima,_Comoros', 'Sima, Comoros']","http://dbpedia.org/resource/Sima,_Comoros",0,0
Comoros,Comorian,12.5,gen-76,Mohamed Ali Soilihi,Moroni,321,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Comoros-United States relations', 'comoros-united_states_relations', 'comoros- united states relations', 'comoros-united states relations', 'Comoros-United_States_relations', 'Comoros- United States relations']",http://dbpedia.org/resource/Comoros-United_States_relations,0,0
Comoros,Comorian,13.5,feb-76,Mohamed Ali Soilihi,Moroni,322,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['patsy, comoros', 'Patsy,_Comoros', 'Patsy, Comoros', 'patsy,_comoros']","http://dbpedia.org/resource/Patsy,_Comoros",0,0
Comoros,Comorian,14.5,mar-76,Mohamed Ali Soilihi,Moroni,323,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['panda,_comoros', 'Panda, Comoros', 'panda, comoros', 'Panda,_Comoros']","http://dbpedia.org/resource/Panda,_Comoros",0,0
Comoros,Comorian,15.5,apr-76,Mohamed Ali Soilihi,Moroni,324,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['koua,_comoros', 'Koua,_Comoros', 'koua, comoros', 'Koua, Comoros']","http://dbpedia.org/resource/Koua,_Comoros",0,0
"Congo, Democratic Republic of the",French,291,ago-60,Vanant,Kinshasa,0,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Mandu_(Congo)', 'mandu (congo)', 'mandu ( congo)', 'Mandu ( Congo)', 'Mandu (Congo)', 'mandu_(congo)']",http://dbpedia.org/resource/Mandu_(Congo),1,0
"Congo, Democratic Republic of the",French,292,set-60,Vanant,Kinshasa,1,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_alabama', 'Congo, Alabama', 'congo, alabama', 'Congo,_Alabama']","http://dbpedia.org/resource/Congo,_Alabama",0,0
"Congo, Democratic Republic of the",French,293,ott-60,Vanant,Kinshasa,2,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo,_Paraíba', 'Congo, Paraíba', 'congo,_paraíba', 'congo, paraíba']","http://dbpedia.org/resource/Congo,_Paraíba",0,0
"Congo, Democratic Republic of the",French,294,nov-60,Vanant,Kinshasa,3,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo-ocean railway', 'congo-ocean_railway', 'congo- ocean railway', 'Congo-Ocean_Railway', 'Congo- Ocean Railway', 'Congo-Ocean Railway']",http://dbpedia.org/resource/Congo-Ocean_Railway,0,0
"Congo, Democratic Republic of the",French,295,dic-60,Vanant,Kinshasa,4,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_pennsylvania', 'Congo, Pennsylvania', 'Congo,_Pennsylvania', 'congo, pennsylvania']","http://dbpedia.org/resource/Congo,_Pennsylvania",0,0
"Congo, Democratic Republic of the",French,296,gen-61,Vanant,Kinshasa,5,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo-Nile_Divide', 'Congo-Nile Divide', 'congo-nile_divide', 'congo- nile divide', 'congo-nile divide', 'Congo- Nile Divide']",http://dbpedia.org/resource/Congo-Nile_Divide,0,0
"Congo, Democratic Republic of the",French,297,feb-61,Vanant,Kinshasa,6,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo- Balolo Mission', 'congo- balolo mission', 'congo-balolo mission', 'congo-balolo_mission', 'Congo-Balolo_Mission', 'Congo-Balolo Mission']",http://dbpedia.org/resource/Congo-Balolo_Mission,0,0
"Congo, Democratic Republic of the",French,298,mar-61,Vanant,Kinshasa,7,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Kenge, Bas- Congo', 'kenge, bas-congo', 'Kenge, Bas-Congo', 'kenge, bas- congo', 'kenge,_bas-congo', 'Kenge,_Bas-Congo']","http://dbpedia.org/resource/Kenge,_Bas-Congo",0,0
"Congo, Democratic Republic of the",French,299,apr-61,Vanant,Kinshasa,8,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo, West Virginia', 'congo,_west_virginia', 'Congo,_West_Virginia', 'congo, west virginia']","http://dbpedia.org/resource/Congo,_West_Virginia",0,0
"Congo, Democratic Republic of the",French,300,mag-61,Vanant,Kinshasa,9,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['koyo language ( congo)', 'Koyo_language_(Congo)', 'koyo language (congo)', 'Koyo language ( Congo)', 'Koyo language (Congo)', 'koyo_language_(congo)']",http://dbpedia.org/resource/Koyo_language_(Congo),0,0
"Congo, Repulic Of",French,57.9,giu-60,Nguila Moungounga-Nkombo,Brazaville,829,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Mandu_(Congo)', 'mandu (congo)', 'mandu ( congo)', 'Mandu ( Congo)', 'Mandu (Congo)', 'mandu_(congo)']",http://dbpedia.org/resource/Mandu_(Congo),1,0
"Congo, Repulic Of",French,58.9,lug-60,Nguila Moungounga-Nkombo,Brazaville,830,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_alabama', 'Congo, Alabama', 'congo, alabama', 'Congo,_Alabama']","http://dbpedia.org/resource/Congo,_Alabama",0,0
"Congo, Repulic Of",French,59.9,ago-60,Nguila Moungounga-Nkombo,Brazaville,831,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo,_Paraíba', 'Congo, Paraíba', 'congo,_paraíba', 'congo, paraíba']","http://dbpedia.org/resource/Congo,_Paraíba",0,0
"Congo, Repulic Of",French,60.9,set-60,Nguila Moungounga-Nkombo,Brazaville,832,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo-ocean railway', 'congo-ocean_railway', 'congo- ocean railway', 'Congo-Ocean_Railway', 'Congo- Ocean Railway', 'Congo-Ocean Railway']",http://dbpedia.org/resource/Congo-Ocean_Railway,0,0
"Congo, Repulic Of",French,61.9,ott-60,Nguila Moungounga-Nkombo,Brazaville,833,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_pennsylvania', 'Congo, Pennsylvania', 'Congo,_Pennsylvania', 'congo, pennsylvania']","http://dbpedia.org/resource/Congo,_Pennsylvania",0,0
"Congo, Repulic Of",French,62.9,nov-60,Nguila Moungounga-Nkombo,Brazaville,834,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo-Nile_Divide', 'Congo-Nile Divide', 'congo-nile_divide', 'congo- nile divide', 'congo-nile divide', 'Congo- Nile Divide']",http://dbpedia.org/resource/Congo-Nile_Divide,0,0
"Congo, Repulic Of",French,63.9,dic-60,Nguila Moungounga-Nkombo,Brazaville,835,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo- Balolo Mission', 'congo- balolo mission', 'congo-balolo mission', 'congo-balolo_mission', 'Congo-Balolo_Mission', 'Congo-Balolo Mission']",http://dbpedia.org/resource/Congo-Balolo_Mission,0,0
"Congo, Repulic Of",French,64.9,gen-61,Nguila Moungounga-Nkombo,Brazaville,836,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Kenge, Bas- Congo', 'kenge, bas-congo', 'Kenge, Bas-Congo', 'kenge, bas- congo', 'kenge,_bas-congo', 'Kenge,_Bas-Congo']","http://dbpedia.org/resource/Kenge,_Bas-Congo",0,0
"Congo, Repulic Of",French,65.9,feb-61,Nguila Moungounga-Nkombo,Brazaville,837,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo, West Virginia', 'congo,_west_virginia', 'Congo,_West_Virginia', 'congo, west virginia']","http://dbpedia.org/resource/Congo,_West_Virginia",0,0
"Congo, Repulic Of",French,66.9,mar-61,Nguila Moungounga-Nkombo,Brazaville,838,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['koyo language ( congo)', 'Koyo_language_(Congo)', 'koyo language (congo)', 'Koyo language ( Congo)', 'Koyo language (Congo)', 'koyo_language_(congo)']",http://dbpedia.org/resource/Koyo_language_(Congo),0,0
Cote d'Ivoire,French,238.2,ago-60,N'Goran Niamien,Abidjan,2632,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"[""roman_catholic_diocese_of_san_pedro-en-cÃ´te_d'ivoire"", ""Roman Catholic Diocese of San Pedro-en- CÃ´te d' Ivoire"", ""Roman Catholic Diocese of San Pedro-en-CÃ´te d'Ivoire"", ""roman catholic diocese of san pedro-en- cÃ´te d' ivoire"", ""Roman_Catholic_Diocese_of_San_Pedro-en-CÃ´te_d'Ivoire"", ""roman catholic diocese of san pedro-en-cÃ´te d'ivoire""]",http://dbpedia.org/resource/Roman_Catholic_Diocese_of_San_Pedro-en-CÃ´te_d'Ivoire,1,0
Cote d'Ivoire,French,239.2,set-60,N'Goran Niamien,Abidjan,2633,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cote, Oxfordshire', 'Cote,_Oxfordshire', 'cote,_oxfordshire', 'cote, oxfordshire']","http://dbpedia.org/resource/Cote,_Oxfordshire",0,0
Cote d'Ivoire,French,240.2,ott-60,N'Goran Niamien,Abidjan,2634,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cote, west sussex', 'Cote, West Sussex', 'cote,_west_sussex', 'Cote,_West_Sussex']","http://dbpedia.org/resource/Cote,_West_Sussex",0,0
Cote d'Ivoire,French,241.2,nov-60,N'Goran Niamien,Abidjan,2635,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Pete Cote', 'Pete_Cote', 'pete cote', 'pete_cote']",http://dbpedia.org/resource/Pete_Cote,0,0
Cote d'Ivoire,French,242.2,dic-60,N'Goran Niamien,Abidjan,2636,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cote Blanche', 'Cote_Blanche', 'cote_blanche', 'cote blanche']",http://dbpedia.org/resource/Cote_Blanche,0,0
Cote d'Ivoire,French,243.2,gen-61,N'Goran Niamien,Abidjan,2637,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cote', 'Cote']",http://dbpedia.org/resource/Cote,0,0
Cote d'Ivoire,French,244.2,feb-61,N'Goran Niamien,Abidjan,2638,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Kirby_Cote', 'kirby cote', 'kirby_cote', 'Kirby Cote']",http://dbpedia.org/resource/Kirby_Cote,0,0
Cote d'Ivoire,French,245.2,mar-61,N'Goran Niamien,Abidjan,2639,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cote lai', 'cote_lai', 'Cote Lai', 'Cote_Lai']",http://dbpedia.org/resource/Cote_Lai,0,0
Cote d'Ivoire,French,246.2,apr-61,N'Goran Niamien,Abidjan,2640,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['marc_cote', 'Marc_Cote', 'marc cote', 'Marc Cote']",http://dbpedia.org/resource/Marc_Cote,0,0
Cote d'Ivoire,French,247.2,mag-61,N'Goran Niamien,Abidjan,2641,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"[""miss_cote_d'ivoire"", ""miss cote d'ivoire"", ""Miss Cote d' Ivoire"", ""Miss_Cote_d'Ivoire"", ""miss cote d' ivoire"", ""Miss Cote d'Ivoire""]",http://dbpedia.org/resource/Miss_Cote_d'Ivoire,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti', 'djibouti']",http://dbpedia.org/resource/Djibouti,1,1
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Africa/Djibouti', 'Africa/ Djibouti', 'africa/ djibouti', 'africa/djibouti']",http://dbpedia.org/resource/Africa/Djibouti,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['djibouti-japan relations', 'Djibouti- Japan relations', 'djibouti-japan_relations', 'Djibouti-Japan relations', 'Djibouti-Japan_relations', 'djibouti- japan relations']",http://dbpedia.org/resource/Djibouti-Japan_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Kenya relations', 'djibouti-kenya_relations', 'djibouti-kenya relations', 'djibouti- kenya relations', 'Djibouti-Kenya_relations', 'Djibouti-Kenya relations']",http://dbpedia.org/resource/Djibouti-Kenya_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Somalia relations', 'Djibouti-Somalia relations', 'djibouti-somalia relations', 'djibouti- somalia relations', 'djibouti-somalia_relations', 'Djibouti-Somalia_relations']",http://dbpedia.org/resource/Djibouti-Somalia_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['djibouti- india relations', 'Djibouti-India_relations', 'Djibouti- India relations', 'djibouti-india_relations', 'Djibouti-India relations', 'djibouti-india relations']",http://dbpedia.org/resource/Djibouti-India_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Ethiopia relations', 'Djibouti-Ethiopia relations', 'Djibouti-Ethiopia_relations', 'djibouti-ethiopia_relations', 'djibouti-ethiopia relations', 'djibouti- ethiopia relations']",http://dbpedia.org/resource/Djibouti-Ethiopia_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Germany relations', 'djibouti-germany relations', 'Djibouti-Germany_relations', 'djibouti-germany_relations', 'djibouti- germany relations', 'Djibouti-Germany relations']",http://dbpedia.org/resource/Djibouti-Germany_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- France relations', 'Djibouti-France relations', 'djibouti-france relations', 'djibouti- france relations', 'djibouti-france_relations', 'Djibouti-France_relations']",http://dbpedia.org/resource/Djibouti-France_relations,0,0
Djibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['djibouti-eritrea_relations', 'Djibouti-Eritrea_relations', 'djibouti- eritrea relations', 'Djibouti- Eritrea relations', 'Djibouti-Eritrea relations', 'djibouti-eritrea relations']",http://dbpedia.org/resource/Djibouti-Eritrea_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti', 'djibouti']",http://dbpedia.org/resource/Djibouti,1,1
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Africa/Djibouti', 'Africa/ Djibouti', 'africa/ djibouti', 'africa/djibouti']",http://dbpedia.org/resource/Africa/Djibouti,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['djibouti-japan relations', 'Djibouti- Japan relations', 'djibouti-japan_relations', 'Djibouti-Japan relations', 'Djibouti-Japan_relations', 'djibouti- japan relations']",http://dbpedia.org/resource/Djibouti-Japan_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Kenya relations', 'djibouti-kenya_relations', 'djibouti-kenya relations', 'djibouti- kenya relations', 'Djibouti-Kenya_relations', 'Djibouti-Kenya relations']",http://dbpedia.org/resource/Djibouti-Kenya_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Somalia relations', 'Djibouti-Somalia relations', 'djibouti-somalia relations', 'djibouti- somalia relations', 'djibouti-somalia_relations', 'Djibouti-Somalia_relations']",http://dbpedia.org/resource/Djibouti-Somalia_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['djibouti- india relations', 'Djibouti-India_relations', 'Djibouti- India relations', 'djibouti-india_relations', 'Djibouti-India relations', 'djibouti-india relations']",http://dbpedia.org/resource/Djibouti-India_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Ethiopia relations', 'Djibouti-Ethiopia relations', 'Djibouti-Ethiopia_relations', 'djibouti-ethiopia_relations', 'djibouti-ethiopia relations', 'djibouti- ethiopia relations']",http://dbpedia.org/resource/Djibouti-Ethiopia_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- Germany relations', 'djibouti-germany relations', 'Djibouti-Germany_relations', 'djibouti-germany_relations', 'djibouti- germany relations', 'Djibouti-Germany relations']",http://dbpedia.org/resource/Djibouti-Germany_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Djibouti- France relations', 'Djibouti-France relations', 'djibouti-france relations', 'djibouti- france relations', 'djibouti-france_relations', 'Djibouti-France_relations']",http://dbpedia.org/resource/Djibouti-France_relations,0,0
Djibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['djibouti-eritrea_relations', 'Djibouti-Eritrea_relations', 'djibouti- eritrea relations', 'Djibouti- Eritrea relations', 'Djibouti-Eritrea relations', 'djibouti-eritrea relations']",http://dbpedia.org/resource/Djibouti-Eritrea_relations,0,0
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['gera_(egypt)', 'Gera ( Egypt)', 'gera ( egypt)', 'Gera_(Egypt)', 'Gera (Egypt)', 'gera (egypt)']",http://dbpedia.org/resource/Gera_(Egypt),1,0
Egypt,Arabic,679.4,mar-22,Moheiddin El-Gharib,Cairo,7.035,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Agnus_(Egypt)', 'agnus_(egypt)', 'agnus (egypt)', 'Agnus ( Egypt)', 'Agnus (Egypt)', 'agnus ( egypt)']",http://dbpedia.org/resource/Agnus_(Egypt),0,0
Egypt,Arabic,680.4,apr-22,Moheiddin El-Gharib,Cairo,7.036,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Nome (Egypt)', 'nome ( egypt)', 'nome_(egypt)', 'Nome_(Egypt)', 'Nome ( Egypt)', 'nome (egypt)']",http://dbpedia.org/resource/Nome_(Egypt),0,0
Egypt,Arabic,681.4,mag-22,Moheiddin El-Gharib,Cairo,7.037,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['crescent (egypt)', 'crescent_(egypt)', 'Crescent ( Egypt)', 'Crescent_(Egypt)', 'Crescent (Egypt)', 'crescent ( egypt)']",http://dbpedia.org/resource/Crescent_(Egypt),0,0
Egypt,Arabic,682.4,giu-22,Moheiddin El-Gharib,Cairo,7.038,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt', 'egypt']",http://dbpedia.org/resource/Egypt,0,1
Egypt,Arabic,683.4,lug-22,Moheiddin El-Gharib,Cairo,7.039,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt, Kentucky', 'Egypt,_Kentucky', 'egypt, kentucky', 'egypt,_kentucky']","http://dbpedia.org/resource/Egypt,_Kentucky",0,0
Egypt,Arabic,684.4,ago-22,Moheiddin El-Gharib,Cairo,7.040,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt,_Pennsylvania', 'egypt,_pennsylvania', 'egypt, pennsylvania', 'Egypt, Pennsylvania']","http://dbpedia.org/resource/Egypt,_Pennsylvania",0,0
Egypt,Arabic,685.4,set-22,Moheiddin El-Gharib,Cairo,7.041,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['egypt,_indiana', 'Egypt,_Indiana', 'Egypt, Indiana', 'egypt, indiana']","http://dbpedia.org/resource/Egypt,_Indiana",0,0
Egypt,Arabic,686.4,ott-22,Moheiddin El-Gharib,Cairo,7.042,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Rahab_(Egypt)', 'Rahab ( Egypt)', 'rahab ( egypt)', 'rahab (egypt)', 'Rahab (Egypt)', 'rahab_(egypt)']",http://dbpedia.org/resource/Rahab_(Egypt),0,0
Egypt,Arabic,687.4,nov-22,Moheiddin El-Gharib,Cairo,7.043,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt-Germany_relations', 'egypt- germany relations', 'egypt-germany relations', 'Egypt- Germany relations', 'egypt-germany_relations', 'Egypt-Germany relations']",http://dbpedia.org/resource/Egypt-Germany_relations,0,0
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Equatorial Guinea', 'equatorial_guinea', 'Equatorial_Guinea', 'equatorial guinea']",http://dbpedia.org/resource/Equatorial_Guinea,1,1
Equatorial Guinea,Spanish,25.3,nov-68,Marceli Oyono Ntutumu,Malabo,494,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['senate_(equatorial_guinea)', 'senate ( equatorial guinea)', 'senate (equatorial guinea)', 'Senate ( Equatorial Guinea)', 'Senate (Equatorial Guinea)', 'Senate_(Equatorial_Guinea)']",http://dbpedia.org/resource/Senate_(Equatorial_Guinea),0,0
Equatorial Guinea,Spanish,26.3,dic-68,Marceli Oyono Ntutumu,Malabo,495,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['equatorial guinea- russia relations', 'Equatorial Guinea-Russia relations', 'Equatorial Guinea- Russia relations', 'equatorial_guinea-russia_relations', 'equatorial guinea-russia relations', 'Equatorial_Guinea-Russia_relations']",http://dbpedia.org/resource/Equatorial_Guinea-Russia_relations,0,0
