Rank,Brand,Brand__URI,Value,Industry,Industry__URI,Label lookup,Label ok
33,Gillette,http://dbpedia.org/resource/Gillette_(brand),17838,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
34,Gillette,http://dbpedia.org/resource/Gillette_(brand),17839,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
35,Gillette,http://dbpedia.org/resource/Gillette_(brand),17840,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
36,Gillette,http://dbpedia.org/resource/Gillette_(brand),17841,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
28,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17801,Cars,http://dbpedia.org/resource/Automotive_industry,1,0
29,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17802,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
30,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17803,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
31,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17804,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
32,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17805,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
33,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17806,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
34,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17807,Cars,http://dbpedia.org/resource/Automotive_industry,0,1
35,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17808,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
36,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17809,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
37,Mercedes,http://dbpedia.org/resource/Mercedes-Benz,17810,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
29,Apple,http://dbpedia.org/resource/Apple_Inc.,15976,Technology,http://dbpedia.org/resource/Technology,1,0
30,Apple,http://dbpedia.org/resource/Apple_Inc.,15977,Technology,http://dbpedia.org/resource/Technology,0,0
31,Apple,http://dbpedia.org/resource/Apple_Inc.,15978,Technology,http://dbpedia.org/resource/Technology,0,0
32,Apple,http://dbpedia.org/resource/Apple_Inc.,15979,Technology,http://dbpedia.org/resource/Technology,0,0
33,Apple,http://dbpedia.org/resource/Apple_Inc.,15980,Technology,http://dbpedia.org/resource/Technology,0,0
34,Apple,http://dbpedia.org/resource/Apple_Inc.,15981,Technology,http://dbpedia.org/resource/Technology,0,0
35,Apple,http://dbpedia.org/resource/Apple_Inc.,15982,Technology,http://dbpedia.org/resource/Technology,0,0
36,Apple,http://dbpedia.org/resource/Apple_Inc.,15983,Technology,http://dbpedia.org/resource/Technology,0,0
37,Apple,http://dbpedia.org/resource/Apple_Inc.,15984,Technology,http://dbpedia.org/resource/Technology,0,0
38,Apple,http://dbpedia.org/resource/Apple_Inc.,15985,Technology,http://dbpedia.org/resource/Technology,0,0
30,Tesco,http://dbpedia.org/resource/Tesco,15532,Retail,http://dbpedia.org/resource/Retail_industry,1,1
31,Tesco,http://dbpedia.org/resource/Tesco,15533,Retail,http://dbpedia.org/resource/Retail_industry,0,0
32,Tesco,http://dbpedia.org/resource/Tesco,15534,Retail,http://dbpedia.org/resource/Retail_industry,0,0
33,Tesco,http://dbpedia.org/resource/Tesco,15535,Retail,http://dbpedia.org/resource/Retail_industry,0,0
34,Tesco,http://dbpedia.org/resource/Tesco,15536,Retail,http://dbpedia.org/resource/Retail_industry,0,0
35,Tesco,http://dbpedia.org/resource/Tesco,15537,Retail,http://dbpedia.org/resource/Retail_industry,0,0
36,Tesco,http://dbpedia.org/resource/Tesco,15538,Retail,http://dbpedia.org/resource/Retail_industry,0,0
37,Tesco,http://dbpedia.org/resource/Tesco,15539,Retail,http://dbpedia.org/resource/Retail_industry,0,0
38,Tesco,http://dbpedia.org/resource/Tesco,15540,Retail,http://dbpedia.org/resource/Retail_industry,0,0
39,Tesco,http://dbpedia.org/resource/Tesco,15541,Retail,http://dbpedia.org/resource/Retail_industry,0,0
31,Movistar,http://dbpedia.org/resource/Movistar,15188,Telecom,http://dbpedia.org/resource/Telecommunication,1,0
32,Movistar,http://dbpedia.org/resource/Movistar,15189,Telecom,http://dbpedia.org/resource/Telecommunication,0,1
33,Movistar,http://dbpedia.org/resource/Movistar,15190,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
34,Movistar,http://dbpedia.org/resource/Movistar,15191,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
35,Movistar,http://dbpedia.org/resource/Movistar,15192,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
36,Movistar,http://dbpedia.org/resource/Movistar,15193,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
37,Movistar,http://dbpedia.org/resource/Movistar,15194,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
38,Movistar,http://dbpedia.org/resource/Movistar,15195,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
39,Movistar,http://dbpedia.org/resource/Movistar,15196,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
40,Movistar,http://dbpedia.org/resource/Movistar,15197,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
32,Verizon,http://dbpedia.org/resource/Verizon_Communications,14908,Telecom,http://dbpedia.org/resource/Telecommunication,1,0
33,Verizon,http://dbpedia.org/resource/Verizon_Communications,14909,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
34,Verizon,http://dbpedia.org/resource/Verizon_Communications,14910,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
35,Verizon,http://dbpedia.org/resource/Verizon_Communications,14911,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
36,Verizon,http://dbpedia.org/resource/Verizon_Communications,14912,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
37,Verizon,http://dbpedia.org/resource/Verizon_Communications,14913,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
38,Verizon,http://dbpedia.org/resource/Verizon_Communications,14914,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
39,Verizon,http://dbpedia.org/resource/Verizon_Communications,14915,Telecom,http://dbpedia.org/resource/Telecommunication,0,1
40,Verizon,http://dbpedia.org/resource/Verizon_Communications,14916,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
41,Verizon,http://dbpedia.org/resource/Verizon_Communications,14917,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
33,Honda,http://dbpedia.org/resource/Honda,14394,Cars,http://dbpedia.org/resource/Automotive_industry,1,1
34,Honda,http://dbpedia.org/resource/Honda,14395,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
35,Honda,http://dbpedia.org/resource/Honda,14396,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
36,Honda,http://dbpedia.org/resource/Honda,14397,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
37,Honda,http://dbpedia.org/resource/Honda,14398,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
38,Honda,http://dbpedia.org/resource/Honda,14399,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
39,Honda,http://dbpedia.org/resource/Honda,14400,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
40,Honda,http://dbpedia.org/resource/Honda,14401,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
41,Honda,http://dbpedia.org/resource/Honda,14402,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
42,Honda,http://dbpedia.org/resource/Honda,14403,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
34,Yahoo!,http://dbpedia.org/resource/Yahoo!,14101,Software,http://dbpedia.org/resource/Software,1,1
35,Yahoo!,http://dbpedia.org/resource/Yahoo!,14102,Software,http://dbpedia.org/resource/Software,0,0
36,Yahoo!,http://dbpedia.org/resource/Yahoo!,14103,Software,http://dbpedia.org/resource/Software,0,0
37,Yahoo!,http://dbpedia.org/resource/Yahoo!,14104,Software,http://dbpedia.org/resource/Software,0,0
38,Yahoo!,http://dbpedia.org/resource/Yahoo!,14105,Software,http://dbpedia.org/resource/Software,0,0
39,Yahoo!,http://dbpedia.org/resource/Yahoo!,14106,Software,http://dbpedia.org/resource/Software,0,0
40,Yahoo!,http://dbpedia.org/resource/Yahoo!,14107,Software,http://dbpedia.org/resource/Software,0,0
41,Yahoo!,http://dbpedia.org/resource/Yahoo!,14108,Software,http://dbpedia.org/resource/Software,0,0
42,Yahoo!,http://dbpedia.org/resource/Yahoo!,14109,Software,http://dbpedia.org/resource/Software,0,0
43,Yahoo!,http://dbpedia.org/resource/Yahoo!,14110,Software,http://dbpedia.org/resource/Software,0,0
35,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13913,Software,http://dbpedia.org/resource/Software,1,0
36,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13914,Software,http://dbpedia.org/resource/Software,0,0
37,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13915,Software,http://dbpedia.org/resource/Software,0,0
38,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13916,Software,http://dbpedia.org/resource/Software,0,0
39,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13917,Software,http://dbpedia.org/resource/Software,0,0
40,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13918,Software,http://dbpedia.org/resource/Software,0,0
41,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13919,Software,http://dbpedia.org/resource/Software,0,0
42,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13920,Software,http://dbpedia.org/resource/Software,0,0
43,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13921,Software,http://dbpedia.org/resource/Software,0,0
44,Oracle,http://dbpedia.org/resource/Oracle_Corporation,13922,Software,http://dbpedia.org/resource/Software,0,0
36,HSBC,http://dbpedia.org/resource/HSBC,13889,Bank,http://dbpedia.org/resource/Banking_industry,1,1
37,HSBC,http://dbpedia.org/resource/HSBC,13890,Bank,http://dbpedia.org/resource/Banking_industry,0,0
38,HSBC,http://dbpedia.org/resource/HSBC,13891,Bank,http://dbpedia.org/resource/Banking_industry,0,0
39,HSBC,http://dbpedia.org/resource/HSBC,13892,Bank,http://dbpedia.org/resource/Banking_industry,0,0
40,HSBC,http://dbpedia.org/resource/HSBC,13893,Bank,http://dbpedia.org/resource/Banking_industry,0,0
41,HSBC,http://dbpedia.org/resource/HSBC,13894,Bank,http://dbpedia.org/resource/Banking_industry,0,0
42,HSBC,http://dbpedia.org/resource/HSBC,13895,Bank,http://dbpedia.org/resource/Banking_industry,0,0
43,HSBC,http://dbpedia.org/resource/HSBC,13896,Bank,http://dbpedia.org/resource/Banking_industry,0,0
44,HSBC,http://dbpedia.org/resource/HSBC,13897,Bank,http://dbpedia.org/resource/Banking_industry,0,0
45,HSBC,http://dbpedia.org/resource/HSBC,13898,Bank,http://dbpedia.org/resource/Banking_industry,0,0
37,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13844,Cars,http://dbpedia.org/resource/Automotive_industry,1,0
38,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13845,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
39,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13846,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
40,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13847,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
41,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13848,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
42,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13849,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
43,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13850,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
44,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13851,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
45,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13852,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
46,Ford,http://dbpedia.org/resource/Ford_Motor_Company,13853,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
38,eBay,http://dbpedia.org/resource/EBay,13191,Software,http://dbpedia.org/resource/Software,1,1
39,eBay,http://dbpedia.org/resource/EBay,13192,Software,http://dbpedia.org/resource/Software,0,0
40,eBay,http://dbpedia.org/resource/EBay,13193,Software,http://dbpedia.org/resource/Software,0,0
41,eBay,http://dbpedia.org/resource/EBay,13194,Software,http://dbpedia.org/resource/Software,0,0
42,eBay,http://dbpedia.org/resource/EBay,13195,Software,http://dbpedia.org/resource/Software,0,0
43,eBay,http://dbpedia.org/resource/EBay,13196,Software,http://dbpedia.org/resource/Software,0,0
44,eBay,http://dbpedia.org/resource/EBay,13197,Software,http://dbpedia.org/resource/Software,0,0
45,eBay,http://dbpedia.org/resource/EBay,13198,Software,http://dbpedia.org/resource/Software,0,0
46,eBay,http://dbpedia.org/resource/EBay,13199,Software,http://dbpedia.org/resource/Software,0,0
47,eBay,http://dbpedia.org/resource/EBay,13200,Software,http://dbpedia.org/resource/Software,0,0
39,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13022,Bank,http://dbpedia.org/resource/Banking_industry,1,1
40,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13023,Bank,http://dbpedia.org/resource/Banking_industry,0,0
41,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13024,Bank,http://dbpedia.org/resource/Banking_industry,0,0
42,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13025,Bank,http://dbpedia.org/resource/Banking_industry,0,0
43,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13026,Bank,http://dbpedia.org/resource/Banking_industry,0,0
44,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13027,Bank,http://dbpedia.org/resource/Banking_industry,0,0
45,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13028,Bank,http://dbpedia.org/resource/Banking_industry,0,0
46,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13029,Bank,http://dbpedia.org/resource/Banking_industry,0,0
47,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13030,Bank,http://dbpedia.org/resource/Banking_industry,0,0
48,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13031,Bank,http://dbpedia.org/resource/Banking_industry,0,0
49,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13032,Bank,http://dbpedia.org/resource/Banking_industry,0,0
50,Deutsche Bank,http://dbpedia.org/resource/Deutsche_Bank,13033,Bank,http://dbpedia.org/resource/Banking_industry,0,0
40,Santander,http://dbpedia.org/resource/Santander_Group,12537,Bank,http://dbpedia.org/resource/Banking_industry,1,0
41,Santander,http://dbpedia.org/resource/Santander_Group,12538,Bank,http://dbpedia.org/resource/Banking_industry,0,0
42,Santander,http://dbpedia.org/resource/Santander_Group,12539,Bank,http://dbpedia.org/resource/Banking_industry,0,0
43,Santander,http://dbpedia.org/resource/Santander_Group,12540,Bank,http://dbpedia.org/resource/Banking_industry,0,0
44,Santander,http://dbpedia.org/resource/Santander_Group,12541,Bank,http://dbpedia.org/resource/Banking_industry,0,0
45,Santander,http://dbpedia.org/resource/Santander_Group,12542,Bank,http://dbpedia.org/resource/Banking_industry,0,0
46,Santander,http://dbpedia.org/resource/Santander_Group,12543,Bank,http://dbpedia.org/resource/Banking_industry,0,0
47,Santander,http://dbpedia.org/resource/Santander_Group,12544,Bank,http://dbpedia.org/resource/Banking_industry,0,0
48,Santander,http://dbpedia.org/resource/Santander_Group,12545,Bank,http://dbpedia.org/resource/Banking_industry,0,0
49,Santander,http://dbpedia.org/resource/Santander_Group,12546,Bank,http://dbpedia.org/resource/Banking_industry,0,0
41,Chevrolet,http://dbpedia.org/resource/Chevrolet,12458,Cars,http://dbpedia.org/resource/Automotive_industry,1,1
42,Chevrolet,http://dbpedia.org/resource/Chevrolet,12459,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
43,Chevrolet,http://dbpedia.org/resource/Chevrolet,12460,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
44,Chevrolet,http://dbpedia.org/resource/Chevrolet,12461,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
45,Chevrolet,http://dbpedia.org/resource/Chevrolet,12462,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
46,Chevrolet,http://dbpedia.org/resource/Chevrolet,12463,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
47,Chevrolet,http://dbpedia.org/resource/Chevrolet,12464,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
48,Chevrolet,http://dbpedia.org/resource/Chevrolet,12465,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
49,Chevrolet,http://dbpedia.org/resource/Chevrolet,12466,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
50,Chevrolet,http://dbpedia.org/resource/Chevrolet,12467,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
42,Pfizer,http://dbpedia.org/resource/Pfizer,12372,Personal Care,http://dbpedia.org/resource/Personal_Care,1,1
43,Pfizer,http://dbpedia.org/resource/Pfizer,12373,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
44,Pfizer,http://dbpedia.org/resource/Pfizer,12374,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
45,Pfizer,http://dbpedia.org/resource/Pfizer,12375,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
46,Pfizer,http://dbpedia.org/resource/Pfizer,12376,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
47,Pfizer,http://dbpedia.org/resource/Pfizer,12377,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
48,Pfizer,http://dbpedia.org/resource/Pfizer,12378,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
49,Pfizer,http://dbpedia.org/resource/Pfizer,12379,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
50,Pfizer,http://dbpedia.org/resource/Pfizer,12380,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
51,Pfizer,http://dbpedia.org/resource/Pfizer,12381,Personal Care,http://dbpedia.org/resource/Personal_Care,0,0
43,Samsung,http://dbpedia.org/resource/Samsung,12028,Technology,http://dbpedia.org/resource/Technology,1,1
44,Samsung,http://dbpedia.org/resource/Samsung,12029,Technology,http://dbpedia.org/resource/Technology,0,0
45,Samsung,http://dbpedia.org/resource/Samsung,12030,Technology,http://dbpedia.org/resource/Technology,0,0
46,Samsung,http://dbpedia.org/resource/Samsung,12031,Technology,http://dbpedia.org/resource/Technology,0,0
47,Samsung,http://dbpedia.org/resource/Samsung,12032,Technology,http://dbpedia.org/resource/Technology,0,0
48,Samsung,http://dbpedia.org/resource/Samsung,12033,Technology,http://dbpedia.org/resource/Technology,0,0
49,Samsung,http://dbpedia.org/resource/Samsung,12034,Technology,http://dbpedia.org/resource/Technology,0,0
50,Samsung,http://dbpedia.org/resource/Samsung,12035,Technology,http://dbpedia.org/resource/Technology,0,0
51,Samsung,http://dbpedia.org/resource/Samsung,12036,Technology,http://dbpedia.org/resource/Technology,0,0
52,Samsung,http://dbpedia.org/resource/Samsung,12037,Technology,http://dbpedia.org/resource/Technology,0,0
44,Porsche,http://dbpedia.org/resource/Porsche,12025,Cars,http://dbpedia.org/resource/Automotive_industry,1,1
45,Porsche,http://dbpedia.org/resource/Porsche,12026,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
46,Porsche,http://dbpedia.org/resource/Porsche,12027,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
47,Porsche,http://dbpedia.org/resource/Porsche,12028,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
48,Porsche,http://dbpedia.org/resource/Porsche,12029,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
49,Porsche,http://dbpedia.org/resource/Porsche,12030,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
50,Porsche,http://dbpedia.org/resource/Porsche,12031,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
51,Porsche,http://dbpedia.org/resource/Porsche,12032,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
52,Porsche,http://dbpedia.org/resource/Porsche,12033,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
53,Porsche,http://dbpedia.org/resource/Porsche,12034,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
45,T-Mobile,http://dbpedia.org/resource/T-Mobile,11870,Telecom,http://dbpedia.org/resource/Telecommunication,1,1
46,T-Mobile,http://dbpedia.org/resource/T-Mobile,11871,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
47,T-Mobile,http://dbpedia.org/resource/T-Mobile,11872,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
48,T-Mobile,http://dbpedia.org/resource/T-Mobile,11873,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
49,T-Mobile,http://dbpedia.org/resource/T-Mobile,11874,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
50,T-Mobile,http://dbpedia.org/resource/T-Mobile,11875,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
51,T-Mobile,http://dbpedia.org/resource/T-Mobile,11876,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
52,T-Mobile,http://dbpedia.org/resource/T-Mobile,11877,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
53,T-Mobile,http://dbpedia.org/resource/T-Mobile,11878,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
54,T-Mobile,http://dbpedia.org/resource/T-Mobile,11879,Telecom,http://dbpedia.org/resource/Telecommunication,0,0
46,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11724,F&D&T,,1,0
47,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11725,F&D&T,,0,0
48,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11726,F&D&T,,0,0
49,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11727,F&D&T,,0,0
50,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11728,F&D&T,,0,0
51,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11729,F&D&T,,0,0
52,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11730,F&D&T,,0,0
53,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11731,F&D&T,,0,0
54,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11732,F&D&T,,0,0
55,Budweiser,http://dbpedia.org/resource/Anheuser-Busch,11733,F&D&T,,0,0
47,Pepsi,http://dbpedia.org/resource/PepsiCo,11484,F&D&T,,1,0
48,Pepsi,http://dbpedia.org/resource/PepsiCo,11485,F&D&T,,0,0
49,Pepsi,http://dbpedia.org/resource/PepsiCo,11486,F&D&T,,0,0
50,Pepsi,http://dbpedia.org/resource/PepsiCo,11487,F&D&T,,0,0
51,Pepsi,http://dbpedia.org/resource/PepsiCo,11488,F&D&T,,0,0
52,Pepsi,http://dbpedia.org/resource/PepsiCo,11489,F&D&T,,0,0
53,Pepsi,http://dbpedia.org/resource/PepsiCo,11490,F&D&T,,0,0
54,Pepsi,http://dbpedia.org/resource/PepsiCo,11491,F&D&T,,0,0
55,Pepsi,http://dbpedia.org/resource/PepsiCo,11492,F&D&T,,0,0
56,Pepsi,http://dbpedia.org/resource/PepsiCo,11493,F&D&T,,0,0
48,Starbucks,http://dbpedia.org/resource/Starbucks,11077,F&D&T,,1,1
49,Starbucks,http://dbpedia.org/resource/Starbucks,11078,F&D&T,,0,0
50,Starbucks,http://dbpedia.org/resource/Starbucks,11079,F&D&T,,0,0
51,Starbucks,http://dbpedia.org/resource/Starbucks,11080,F&D&T,,0,0
52,Starbucks,http://dbpedia.org/resource/Starbucks,11081,F&D&T,,0,0
53,Starbucks,http://dbpedia.org/resource/Starbucks,11082,F&D&T,,0,0
54,Starbucks,http://dbpedia.org/resource/Starbucks,11083,F&D&T,,0,0
55,Starbucks,http://dbpedia.org/resource/Starbucks,11084,F&D&T,,0,0
56,Starbucks,http://dbpedia.org/resource/Starbucks,11085,F&D&T,,0,0
57,Starbucks,http://dbpedia.org/resource/Starbucks,11086,F&D&T,,0,0
49,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10915,Cars,http://dbpedia.org/resource/Automotive_industry,1,0
50,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10916,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
51,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10917,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
52,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10918,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
53,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10919,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
54,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10920,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
55,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10921,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
56,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10922,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
57,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10923,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
58,Nissan,http://dbpedia.org/resource/Nissan_Motor_Company,10924,Cars,http://dbpedia.org/resource/Automotive_industry,0,0
50,Carrefour,http://dbpedia.org/resource/Carrefour,10803,Retail,http://dbpedia.org/resource/Retail_industry,1,0
51,Carrefour,http://dbpedia.org/resource/Carrefour,10804,Retail,http://dbpedia.org/resource/Retail_industry,0,1
52,Carrefour,http://dbpedia.org/resource/Carrefour,10805,Retail,http://dbpedia.org/resource/Retail_industry,0,0
53,Carrefour,http://dbpedia.org/resource/Carrefour,10806,Retail,http://dbpedia.org/resource/Retail_industry,0,0
54,Carrefour,http://dbpedia.org/resource/Carrefour,10807,Retail,http://dbpedia.org/resource/Retail_industry,0,0
55,Carrefour,http://dbpedia.org/resource/Carrefour,10808,Retail,http://dbpedia.org/resource/Retail_industry,0,0
56,Carrefour,http://dbpedia.org/resource/Carrefour,10809,Retail,http://dbpedia.org/resource/Retail_industry,0,0
57,Carrefour,http://dbpedia.org/resource/Carrefour,10810,Retail,http://dbpedia.org/resource/Retail_industry,0,0
58,Carrefour,http://dbpedia.org/resource/Carrefour,10811,Retail,http://dbpedia.org/resource/Retail_industry,0,0
59,Carrefour,http://dbpedia.org/resource/Carrefour,10812,Retail,http://dbpedia.org/resource/Retail_industry,0,0
51,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10783,Apparel,http://dbpedia.org/resource/Apparel_industry,1,0
52,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10784,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
53,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10785,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
54,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10786,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
55,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10787,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
56,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10788,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
57,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10789,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
58,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10790,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
59,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10791,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
60,Nike,"http://dbpedia.org/resource/Nike,_Inc.",10792,Apparel,http://dbpedia.org/resource/Apparel_industry,0,0
