OAU State,Official Language,IMF SDRs,Date of Independence,Head of Central Bank,Capital,IMF #Votes,Name of Currency,url entities,labels,dbo:capital,dbo:language,dbo:currency,labels url
Dijibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–India_relations', ['djibouti– india relations', 'Djibouti–India_relations', 'Djibouti– India relations', 'djibouti–india_relations', 'Djibouti–India relations', 'djibouti–india relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Ethiopia_relations', ['Djibouti– Ethiopia relations', 'Djibouti–Ethiopia relations', 'Djibouti–Ethiopia_relations', 'djibouti–ethiopia_relations', 'djibouti–ethiopia relations', 'djibouti– ethiopia relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Germany_relations', ['Djibouti– Germany relations', 'djibouti–germany relations', 'Djibouti–Germany_relations', 'djibouti–germany_relations', 'djibouti– germany relations', 'Djibouti–Germany relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–France_relations', ['Djibouti– France relations', 'Djibouti–France relations', 'djibouti–france relations', 'djibouti– france relations', 'djibouti–france_relations', 'Djibouti–France_relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,Arabic,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Eritrea_relations', ['djibouti–eritrea_relations', 'Djibouti–Eritrea_relations', 'djibouti– eritrea relations', 'Djibouti– Eritrea relations', 'Djibouti–Eritrea relations', 'djibouti–eritrea relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti', ['Djibouti', 'djibouti'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Africa/Djibouti', ['Africa/Djibouti', 'Africa/ Djibouti', 'africa/ djibouti', 'africa/djibouti'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Japan_relations', ['djibouti–japan relations', 'Djibouti– Japan relations', 'djibouti–japan_relations', 'Djibouti–Japan relations', 'Djibouti–Japan_relations', 'djibouti– japan relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Kenya_relations', ['Djibouti– Kenya relations', 'djibouti–kenya_relations', 'djibouti–kenya relations', 'djibouti– kenya relations', 'Djibouti–Kenya_relations', 'Djibouti–Kenya relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Somalia_relations', ['Djibouti– Somalia relations', 'Djibouti–Somalia relations', 'djibouti–somalia relations', 'djibouti– somalia relations', 'djibouti–somalia_relations', 'Djibouti–Somalia_relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–India_relations', ['djibouti– india relations', 'Djibouti–India_relations', 'Djibouti– India relations', 'djibouti–india_relations', 'Djibouti–India relations', 'djibouti–india relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Ethiopia_relations', ['Djibouti– Ethiopia relations', 'Djibouti–Ethiopia relations', 'Djibouti–Ethiopia_relations', 'djibouti–ethiopia_relations', 'djibouti–ethiopia relations', 'djibouti– ethiopia relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Germany_relations', ['Djibouti– Germany relations', 'djibouti–germany relations', 'Djibouti–Germany_relations', 'djibouti–germany_relations', 'djibouti– germany relations', 'Djibouti–Germany relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–France_relations', ['Djibouti– France relations', 'Djibouti–France relations', 'djibouti–france relations', 'djibouti– france relations', 'djibouti–france_relations', 'Djibouti–France_relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Dijibouti,French,11.5,giu-77,Djama Mahamoud Haid,Djibouti,365,Djib franc,"('http://dbpedia.org/resource/Djibouti–Eritrea_relations', ['djibouti–eritrea_relations', 'Djibouti–Eritrea_relations', 'djibouti– eritrea relations', 'Djibouti– Eritrea relations', 'Djibouti–Eritrea relations', 'djibouti–eritrea relations'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Africa/Cairo', ['africa/cairo', 'Africa/Cairo', 'africa/ cairo', 'Africa/ Cairo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Oregon', ['Cairo,_Oregon', 'Cairo, Oregon', 'cairo,_oregon', 'cairo, oregon'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Oklahoma', ['cairo,_oklahoma', 'Cairo, Oklahoma', 'Cairo,_Oklahoma', 'cairo, oklahoma'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo', ['cairo', 'Cairo'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Kansas', ['Cairo, Kansas', 'Cairo,_Kansas', 'cairo,_kansas', 'cairo, kansas'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Illinois', ['Cairo,_Illinois', 'cairo, illinois', 'Cairo, Illinois', 'cairo,_illinois'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Missouri', ['Cairo,_Missouri', 'Cairo, Missouri', 'cairo, missouri', 'cairo,_missouri'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Indiana', ['cairo, indiana', 'cairo,_indiana', 'Cairo,_Indiana', 'Cairo, Indiana'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Ring_Road_(Cairo)', ['ring road ( cairo)', 'ring road (cairo)', 'Ring Road (Cairo)', 'ring_road_(cairo)', 'Ring_Road_(Cairo)', 'Ring Road ( Cairo)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound","('http://dbpedia.org/resource/Cairo,_Georgia', ['cairo,_georgia', 'Cairo,_Georgia', 'Cairo, Georgia', 'cairo, georgia'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Africa/Malabo', ['Africa/ Malabo', 'Africa/Malabo', 'africa/ malabo', 'africa/malabo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Malabo', ['Malabo', 'malabo'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Hotel_Bahia_(Malabo)', ['Hotel Bahia (Malabo)', 'hotel bahia (malabo)', 'Hotel_Bahia_(Malabo)', 'hotel_bahia_(malabo)', 'Hotel Bahia ( Malabo)', 'hotel bahia ( malabo)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Atlético_Malabo', ['Atlético Malabo', 'atlético malabo', 'Atlético_Malabo', 'atlético_malabo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Francisco_Malabo_Beosá', ['francisco_malabo_beosá', 'Francisco_Malabo_Beosá', 'francisco malabo beosá', 'Francisco Malabo Beosá'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Malabo_International_Airport', ['malabo_international_airport', 'malabo international airport', 'Malabo International Airport', 'Malabo_International_Airport'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Malabo_Government_Building', ['Malabo_Government_Building', 'malabo government building', 'Malabo Government Building', 'malabo_government_building'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/Malabo_Lopelo_Melaka', ['Malabo Lopelo Melaka', 'Malabo_Lopelo_Melaka', 'malabo lopelo melaka', 'malabo_lopelo_melaka'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"('http://dbpedia.org/resource/CD_Unidad_Malabo', ['CD Unidad Malabo', 'CD_Unidad_Malabo', 'cd_unidad_malabo', 'cd unidad malabo'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Equatorial Guinea,Spanish,24.3,ott-68,Marceli Oyono Ntutumu,Malabo,493,CFA franc,"(""http://dbpedia.org/resource/St._Elizabeth's_Cathedral,_Malabo"", [""St._Elizabeth's_Cathedral,_Malabo"", ""st. elizabeth's cathedral, malabo"", ""St. Elizabeth's Cathedral, Malabo"", ""st._elizabeth's_cathedral,_malabo""])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Africa/Asmara', ['Africa/ Asmara', 'africa/ asmara', 'Africa/Asmara', 'africa/asmara'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara-Massawa_Cableway', ['Asmara-Massawa_Cableway', 'Asmara-Massawa Cableway', 'asmara-massawa_cableway', 'asmara- massawa cableway', 'asmara-massawa cableway', 'Asmara- Massawa Cableway'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara', ['asmara', 'Asmara'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara_Circuit', ['Asmara Circuit', 'asmara_circuit', 'asmara circuit', 'Asmara_Circuit'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara_circuit', ['Asmara_circuit', 'Asmara circuit', 'asmara_circuit', 'asmara circuit'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara_Jaya', ['asmara jaya', 'Asmara_Jaya', 'Asmara Jaya', 'asmara_jaya'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Celaenorrhinus_asmara', ['Celaenorrhinus_asmara', 'Celaenorrhinus asmara', 'celaenorrhinus_asmara', 'celaenorrhinus asmara'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara_Synagogue', ['asmara synagogue', 'Asmara_Synagogue', 'Asmara Synagogue', 'asmara_synagogue'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara_Moerni', ['Asmara Moerni', 'Asmara_Moerni', 'asmara moerni', 'asmara_moerni'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Eritrea,,11.5,mag-93,Tekie Beyene,Asmara,365,Nakfa,"('http://dbpedia.org/resource/Asmara_toad', ['Asmara toad', 'asmara toad', 'Asmara_toad', 'asmara_toad'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Ababa', ['Addis_Ababa', 'addis_ababa', 'Addis Ababa', 'addis ababa'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Arada_(Addis_Ababa)', ['Arada (Addis Ababa)', 'Arada ( Addis Ababa)', 'arada_(addis_ababa)', 'Arada_(Addis_Ababa)', 'arada (addis ababa)', 'arada ( addis ababa)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Africa/Addis_Ababa', ['Africa/Addis Ababa', 'africa/ addis ababa', 'Africa/Addis_Ababa', 'Africa/ Addis Ababa', 'africa/addis_ababa', 'africa/addis ababa'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Ababa–Adama_Expressway', ['Addis_Ababa–Adama_Expressway', 'Addis Ababa– Adama Expressway', 'Addis Ababa–Adama Expressway', 'addis ababa– adama expressway', 'addis ababa–adama expressway', 'addis_ababa–adama_expressway'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Ababa–Djibouti_Railway', ['Addis Ababa–Djibouti Railway', 'addis ababa–djibouti railway', 'Addis Ababa– Djibouti Railway', 'addis_ababa–djibouti_railway', 'Addis_Ababa–Djibouti_Railway', 'addis ababa– djibouti railway'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Admas_University_College–Addis_Ababa', ['admas university college– addis ababa', 'admas university college–addis ababa', 'Admas University College– Addis Ababa', 'admas_university_college–addis_ababa', 'Admas University College–Addis Ababa', 'Admas_University_College–Addis_Ababa'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Holy_Trinity_Cathedral_(Addis_Ababa)', ['Holy Trinity Cathedral ( Addis Ababa)', 'Holy Trinity Cathedral (Addis Ababa)', 'holy trinity cathedral (addis ababa)', 'holy_trinity_cathedral_(addis_ababa)', 'Holy_Trinity_Cathedral_(Addis_Ababa)', 'holy trinity cathedral ( addis ababa)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Hillside_School,_Addis_Ababa', ['Hillside School, Addis Ababa', 'Hillside_School,_Addis_Ababa', 'hillside school, addis ababa', 'hillside_school,_addis_ababa'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/St._Joseph_School_(Addis_Ababa)', ['st. joseph school (addis ababa)', 'st. joseph school ( addis ababa)', 'St. Joseph School ( Addis Ababa)', 'St._Joseph_School_(Addis_Ababa)', 'st._joseph_school_(addis_ababa)', 'St. Joseph School (Addis Ababa)'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"(""http://dbpedia.org/resource/St._Mary's_University_(Addis_Ababa)"", [""St. Mary's University (Addis Ababa)"", ""st. mary's university (addis ababa)"", ""st. mary's university ( addis ababa)"", ""St._Mary's_University_(Addis_Ababa)"", ""St. Mary's University ( Addis Ababa)"", ""st._mary's_university_(addis_ababa)""])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis,_Louisiana', ['Addis, Louisiana', 'addis, louisiana', 'Addis,_Louisiana', 'addis,_louisiana'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Fortune', ['addis_fortune', 'Addis_Fortune', 'addis fortune', 'Addis Fortune'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_count', ['Addis count', 'Addis_count', 'addis_count', 'addis count'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Run', ['addis run', 'Addis Run', 'Addis_Run', 'addis_run'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Mercato', ['Addis_Mercato', 'addis_mercato', 'Addis Mercato', 'addis mercato'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis', ['addis', 'Addis'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Sheraton_Addis', ['Sheraton Addis', 'sheraton addis', 'sheraton_addis', 'Sheraton_Addis'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Ketema', ['addis ketema', 'Addis Ketema', 'Addis_Ketema', 'addis_ketema'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Zemen', ['addis zemen', 'addis_zemen', 'Addis Zemen', 'Addis_Zemen'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Ethiopia,Amharic,98.3,"1,000BC",Dubale Jale,Addis Ababa,1.233,Birr,"('http://dbpedia.org/resource/Addis_Ababa', ['Addis_Ababa', 'addis_ababa', 'Addis Ababa', 'addis ababa'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/Africa/Libreville', ['africa/ libreville', 'Africa/Libreville', 'africa/libreville', 'Africa/ Libreville'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/Libreville', ['Libreville', 'libreville'])",1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/JS_Libreville', ['JS_Libreville', 'js_libreville', 'JS Libreville', 'js libreville'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/USM_Libreville', ['usm libreville', 'USM_Libreville', 'usm_libreville', 'USM Libreville'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/Libreville_Hospital', ['libreville_hospital', 'Libreville_Hospital', 'libreville hospital', 'Libreville Hospital'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/Radio_Libreville', ['radio libreville', 'Radio Libreville', 'radio_libreville', 'Radio_Libreville'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/FC_105_Libreville', ['FC 105 Libreville', 'fc 105 libreville', 'FC_105_Libreville', 'fc_105_libreville'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/Libreville_International_Airport', ['Libreville International Airport', 'Libreville_International_Airport', 'libreville_international_airport', 'libreville international airport'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
Gabon,French,110.3,ago-60,Marcel Doupamby Matoka,Libreville,1.242,CFA franc,"('http://dbpedia.org/resource/Lycée_Blaise_Pascal_de_Libreville', ['Lycée Blaise Pascal de Libreville', 'lycée blaise pascal de libreville', 'Lycée_Blaise_Pascal_de_Libreville', 'lycée_blaise_pascal_de_libreville'])",0,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,
